TABLE=027 | AREA=Xã Xuân Bắc | SECTION=agricultural | SEGMENTS=1
P=0949 | X=0095.060-0106.180 | Y=0469.540-0478.860 | 86
P=0949 | X=0458.090-0474.730 | Y=0469.540-0478.860 | 350
P=0949 | X=0505.390-0522.030 | Y=0469.540-0478.860 | 230
P=0949 | X=0111.170-0342.250 | Y=0479.180-0490.420 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0949 | X=0111.170-0388.360 | Y=0496.460-0507.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0949 | X=0111.170-0411.740 | Y=0514.220-0525.460 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Bắc -
P=0949 | X=0111.170-0403.180 | Y=0525.740-0536.980 | Bảo Quang đoạn từ Đường tỉnh 763 đến Đường Xuân Bắc - Long
P=0949 | X=0111.170-0349.700 | Y=0537.290-0548.530 | Khánh có hiện trạng là đường nhựa, bê tông xi măng:
P=0949 | X=0095.060-0342.720 | Y=0554.810-0569.130 | 87 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0949 | X=0458.090-0474.730 | Y=0559.810-0569.130 | 290
P=0949 | X=0505.390-0522.030 | Y=0559.810-0569.130 | 180
P=0949 | X=0111.170-0417.590 | Y=0572.330-0583.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0949 | X=0111.170-0152.850 | Y=0583.850-0595.090 | ≤1.000m.
P=0949 | X=0111.170-0334.340 | Y=0601.370-0612.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0949 | X=0111.170-0411.740 | Y=0619.150-0630.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Bắc -
P=0949 | X=0111.170-0403.180 | Y=0630.670-0641.910 | Bảo Quang đoạn từ Đường tỉnh 763 đến Đường Xuân Bắc - Long
P=0949 | X=0111.170-0349.700 | Y=0642.190-0653.430 | Khánh có hiện trạng là đường nhựa, bê tông xi măng:
P=0949 | X=0095.060-0106.180 | Y=0650.070-0659.390 | 88
P=0949 | X=0458.090-0474.730 | Y=0650.070-0659.390 | 200
P=0949 | X=0505.390-0522.030 | Y=0650.070-0659.390 | 130
P=0949 | X=0111.170-0396.980 | Y=0659.710-0670.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0949 | X=0111.170-0334.810 | Y=0677.230-0688.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0949 | X=0111.170-0396.460 | Y=0694.750-0705.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0949 | X=0095.060-0106.180 | Y=0702.420-0711.740 | 89
P=0949 | X=0458.090-0474.730 | Y=0702.420-0711.740 | 350
P=0949 | X=0505.390-0522.030 | Y=0702.420-0711.740 | 230
P=0949 | X=0111.170-0412.550 | Y=0706.290-0717.530 | Đường Xuân Bắc - Bảo Quang đoạn từ Đường tỉnh 763 đến Đường
P=0950 | X=0111.170-0396.440 | Y=0072.500-0083.740 | Xuân Bắc - Long Khánh có hiện trạng là đường nhựa, bê tông xi
P=0950 | X=0111.170-0139.170 | Y=0084.020-0095.260 | măng:
P=0950 | X=0111.170-0342.250 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0950 | X=0111.170-0388.360 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0950 | X=0111.170-0396.430 | Y=0136.850-0148.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0950 | X=0111.170-0412.550 | Y=0148.370-0159.610 | Đường Xuân Bắc - Bảo Quang đoạn từ Đường tỉnh 763 đến Đường
P=0950 | X=0111.170-0396.440 | Y=0159.650-0170.890 | Xuân Bắc - Long Khánh có hiện trạng là đường nhựa, bê tông xi
P=0950 | X=0111.170-0139.170 | Y=0171.170-0182.410 | măng:
P=0950 | X=0095.060-0342.720 | Y=0187.930-0199.930 | 90 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0950 | X=0458.090-0474.730 | Y=0187.930-0197.250 | 290
P=0950 | X=0505.390-0522.030 | Y=0187.930-0197.250 | 180
P=0950 | X=0111.170-0417.590 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0950 | X=0111.170-0152.850 | Y=0217.750-0228.990 | ≤1.000m.
P=0950 | X=0111.170-0334.340 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0950 | X=0111.170-0396.430 | Y=0253.030-0264.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0950 | X=0111.170-0412.550 | Y=0264.550-0275.790 | Đường Xuân Bắc - Bảo Quang đoạn từ Đường tỉnh 763 đến Đường
P=0950 | X=0111.170-0396.440 | Y=0276.070-0287.310 | Xuân Bắc - Long Khánh có hiện trạng là đường nhựa, bê tông xi
P=0950 | X=0095.060-0139.170 | Y=0287.620-0299.060 | 91 măng:
P=0950 | X=0458.090-0474.730 | Y=0289.740-0299.060 | 200
P=0950 | X=0505.390-0522.030 | Y=0289.740-0299.060 | 130
P=0950 | X=0111.170-0396.980 | Y=0305.140-0316.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0950 | X=0111.170-0334.810 | Y=0322.660-0333.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0950 | X=0245.140-0422.140 | Y=0340.420-0351.660 | Đường đi vào Nông Hết nhà văn hóa ấp
P=0950 | X=0095.060-0213.990 | Y=0345.940-0357.180 | 92 Đường vào ấp Bàu Cối
P=0950 | X=0458.090-0474.730 | Y=0347.820-0357.140 | 470
P=0950 | X=0505.390-0522.030 | Y=0347.820-0357.140 | 330
P=0950 | X=0245.140-0316.920 | Y=0351.700-0362.940 | trường Thọ Vực
P=0950 | X=0334.680-0370.290 | Y=0353.580-0362.900 | Bàu Cối
P=0950 | X=0111.170-0413.020 | Y=0369.480-0380.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào ấp Bàu
P=0950 | X=0111.170-0424.300 | Y=0381.000-0392.240 | Cối đoạn từ Đường đi vào Nông trường Thọ Vực đến Hết nhà văn hóa
P=0950 | X=0111.170-0370.090 | Y=0392.520-0403.760 | ấp Bàu Cối có hiện trạng là đường nhựa, bê tông xi măng:
P=0950 | X=0095.060-0106.180 | Y=0400.400-0409.720 | 93
P=0950 | X=0458.090-0474.730 | Y=0400.400-0409.720 | 330
P=0950 | X=0505.390-0522.030 | Y=0400.400-0409.720 | 200
P=0950 | X=0111.170-0342.250 | Y=0410.040-0421.280 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0950 | X=0111.170-0388.360 | Y=0427.560-0438.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0950 | X=0111.170-0413.020 | Y=0445.320-0456.560 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào ấp Bàu
P=0950 | X=0111.170-0424.300 | Y=0456.860-0468.100 | Cối đoạn từ Đường đi vào Nông trường Thọ Vực đến Hết nhà văn hóa
P=0950 | X=0111.170-0370.090 | Y=0468.380-0479.620 | ấp Bàu Cối có hiện trạng là đường nhựa, bê tông xi măng:
P=0950 | X=0095.060-0342.720 | Y=0485.900-0499.980 | 94 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0950 | X=0458.090-0474.730 | Y=0490.660-0499.980 | 260
P=0950 | X=0505.390-0522.030 | Y=0490.660-0499.980 | 150
P=0950 | X=0111.170-0417.590 | Y=0503.420-0514.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0950 | X=0111.170-0152.850 | Y=0514.940-0526.180 | ≤1.000m.
P=0950 | X=0111.170-0334.340 | Y=0532.220-0543.460 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0950 | X=0111.170-0413.020 | Y=0550.010-0561.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào ấp Bàu
P=0950 | X=0111.170-0424.300 | Y=0561.530-0572.770 | Cối đoạn từ Đường đi vào Nông trường Thọ Vực đến Hết nhà văn hóa
P=0950 | X=0111.170-0370.090 | Y=0573.050-0584.290 | ấp Bàu Cối có hiện trạng là đường nhựa, bê tông xi măng:
P=0950 | X=0095.060-0106.180 | Y=0580.930-0590.250 | 95
P=0950 | X=0458.090-0474.730 | Y=0580.930-0590.250 | 180
P=0950 | X=0505.390-0522.030 | Y=0580.930-0590.250 | 110
P=0950 | X=0111.170-0396.980 | Y=0590.570-0601.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0950 | X=0111.170-0334.810 | Y=0608.090-0619.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0950 | X=0111.170-0396.430 | Y=0625.870-0637.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0950 | X=0111.170-0416.540 | Y=0637.390-0648.630 | Đường vào ấp Bàu Cối đoạn từ Đường đi vào Nông trường Thọ Vực
P=0950 | X=0111.170-0403.180 | Y=0648.910-0660.150 | đến Hết nhà văn hóa ấp Bàu Cối có hiện trạng là đường nhựa, bê
P=0950 | X=0095.060-0171.330 | Y=0660.430-0671.870 | 96 tông xi măng:
P=0950 | X=0458.090-0474.730 | Y=0662.550-0671.870 | 330
P=0950 | X=0505.390-0522.030 | Y=0662.550-0671.870 | 200
P=0950 | X=0111.170-0342.250 | Y=0677.950-0689.190 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0950 | X=0111.170-0388.370 | Y=0695.470-0706.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0951 | X=0111.170-0396.430 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0951 | X=0111.170-0416.540 | Y=0090.020-0101.260 | Đường vào ấp Bàu Cối đoạn từ Đường đi vào Nông trường Thọ Vực
P=0951 | X=0111.170-0403.180 | Y=0101.540-0112.780 | đến Hết nhà văn hóa ấp Bàu Cối có hiện trạng là đường nhựa, bê
P=0951 | X=0111.170-0171.330 | Y=0113.060-0124.300 | tông xi măng:
P=0951 | X=0095.060-0342.720 | Y=0129.610-0141.850 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0951 | X=0458.090-0474.730 | Y=0129.610-0138.930 | 260
P=0951 | X=0505.390-0522.030 | Y=0129.610-0138.930 | 150
P=0951 | X=0111.170-0417.590 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0951 | X=0111.170-0152.850 | Y=0159.410-0170.650 | ≤1.000m.
P=0951 | X=0111.170-0334.340 | Y=0176.930-0188.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0951 | X=0111.170-0396.430 | Y=0194.690-0205.930 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0951 | X=0111.170-0416.540 | Y=0206.230-0217.470 | Đường vào ấp Bàu Cối đoạn từ Đường đi vào Nông trường Thọ Vực
P=0951 | X=0111.170-0403.180 | Y=0217.750-0228.990 | đến Hết nhà văn hóa ấp Bàu Cối có hiện trạng là đường nhựa, bê
P=0951 | X=0095.060-0171.330 | Y=0229.270-0240.710 | 98 tông xi măng:
P=0951 | X=0458.090-0474.730 | Y=0231.390-0240.710 | 180
P=0951 | X=0505.390-0522.030 | Y=0231.390-0240.710 | 110
P=0951 | X=0111.170-0396.980 | Y=0246.790-0258.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0951 | X=0111.170-0334.810 | Y=0264.310-0275.550 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0951 | X=0245.140-0417.100 | Y=0282.100-0293.340 | Đường Xuân Bắc - Giáp ranh phường
P=0951 | X=0095.060-0229.120 | Y=0287.860-0299.100 | 99 Đường ấp 6 đi Bảo Quang
P=0951 | X=0458.090-0474.730 | Y=0289.740-0299.060 | 470
P=0951 | X=0505.390-0522.030 | Y=0289.740-0299.060 | 330
P=0951 | X=0245.140-0295.870 | Y=0295.500-0304.820 | Bảo Quang
P=0951 | X=0334.680-0375.560 | Y=0295.500-0304.820 | Bảo Vinh
P=0951 | X=0111.170-0413.030 | Y=0311.380-0322.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 6 đi Bảo
P=0951 | X=0111.170-0423.110 | Y=0322.900-0334.140 | Quang đoạn từ Đường Xuân Bắc - Bảo Quang đến Giáp ranh phường
P=0951 | X=0111.170-0361.210 | Y=0334.420-0345.660 | Bảo Vinh có hiện trạng là đường nhựa, bê tông xi măng:
P=0951 | X=0092.180-0108.820 | Y=0342.300-0351.620 | 100
P=0951 | X=0458.090-0474.730 | Y=0342.300-0351.620 | 330
P=0951 | X=0505.390-0522.030 | Y=0342.300-0351.620 | 200
P=0951 | X=0111.170-0342.250 | Y=0351.700-0362.940 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0951 | X=0111.170-0388.360 | Y=0369.240-0380.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0951 | X=0111.170-0413.030 | Y=0387.000-0398.240 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 6 đi Bảo
P=0951 | X=0111.170-0423.110 | Y=0398.520-0409.760 | Quang đoạn từ Đường Xuân Bắc - Bảo Quang đến Giáp ranh phường
P=0951 | X=0111.170-0361.210 | Y=0410.040-0421.280 | Bảo Vinh có hiện trạng là đường nhựa, bê tông xi măng:
P=0951 | X=0092.180-0342.720 | Y=0427.560-0441.880 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0951 | X=0458.090-0474.730 | Y=0432.560-0441.880 | 260
P=0951 | X=0505.390-0522.030 | Y=0432.560-0441.880 | 150
P=0951 | X=0111.170-0417.590 | Y=0445.080-0456.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0951 | X=0111.170-0152.850 | Y=0456.620-0467.860 | ≤1.000m.
P=0951 | X=0111.170-0334.340 | Y=0474.140-0485.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0951 | X=0111.170-0413.030 | Y=0491.900-0503.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 6 đi Bảo
P=0951 | X=0111.170-0423.110 | Y=0503.420-0514.660 | Quang đoạn từ Đường Xuân Bắc - Bảo Quang đến Giáp ranh phường
P=0951 | X=0111.170-0361.210 | Y=0514.940-0526.180 | Bảo Vinh có hiện trạng là đường nhựa, bê tông xi măng:
P=0951 | X=0092.180-0108.820 | Y=0522.820-0532.140 | 102
P=0951 | X=0458.090-0474.730 | Y=0522.820-0532.140 | 180
P=0951 | X=0505.390-0522.030 | Y=0522.820-0532.140 | 110
P=0951 | X=0111.170-0396.980 | Y=0532.220-0543.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0951 | X=0111.170-0334.810 | Y=0549.770-0561.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0951 | X=0111.170-0396.430 | Y=0567.530-0578.770 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0951 | X=0111.170-0406.310 | Y=0579.050-0590.290 | Đường ấp 6 đi Bảo Quang đoạn từ Đường Xuân Bắc - Bảo Quang
P=0951 | X=0111.170-0403.180 | Y=0590.570-0601.810 | đến Giáp ranh phường Bảo Vinh có hiện trạng là đường nhựa, bê
P=0951 | X=0092.180-0171.330 | Y=0602.090-0613.530 | 103 tông xi măng:
P=0951 | X=0458.090-0474.730 | Y=0604.210-0613.530 | 330
P=0951 | X=0505.390-0522.030 | Y=0604.210-0613.530 | 200
P=0951 | X=0111.170-0342.250 | Y=0619.630-0630.870 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0951 | X=0111.170-0388.360 | Y=0637.150-0648.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0951 | X=0111.170-0396.430 | Y=0654.910-0666.150 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0951 | X=0111.170-0406.310 | Y=0666.430-0677.670 | Đường ấp 6 đi Bảo Quang đoạn từ Đường Xuân Bắc - Bảo Quang
P=0951 | X=0092.180-0403.180 | Y=0677.950-0692.030 | 104 đến Giáp ranh phường Bảo Vinh có hiện trạng là đường nhựa, bê
P=0951 | X=0458.090-0474.730 | Y=0682.710-0692.030 | 260
P=0951 | X=0505.390-0522.030 | Y=0682.710-0692.030 | 150
P=0951 | X=0111.170-0171.340 | Y=0691.350-0700.670 | tông xi măng:
P=0951 | X=0111.170-0342.720 | Y=0706.770-0718.010 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0952 | X=0111.170-0417.590 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0952 | X=0111.170-0152.850 | Y=0090.020-0101.260 | ≤1.000m.
P=0952 | X=0111.170-0334.340 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0952 | X=0111.170-0396.430 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0952 | X=0111.170-0406.310 | Y=0136.850-0148.090 | Đường ấp 6 đi Bảo Quang đoạn từ Đường Xuân Bắc - Bảo Quang
P=0952 | X=0111.170-0403.180 | Y=0148.370-0159.610 | đến Giáp ranh phường Bảo Vinh có hiện trạng là đường nhựa, bê
P=0952 | X=0092.180-0171.330 | Y=0159.650-0171.330 | 105 tông xi măng:
P=0952 | X=0458.090-0474.730 | Y=0162.010-0171.330 | 180
P=0952 | X=0505.390-0522.030 | Y=0162.010-0171.330 | 110
P=0952 | X=0111.170-0396.980 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0952 | X=0111.170-0334.810 | Y=0194.690-0205.930 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0952 | X=0245.140-0417.100 | Y=0212.470-0223.710 | Đường Xuân Bắc - Giáp ranh phường
P=0952 | X=0092.180-0229.120 | Y=0218.230-0229.470 | 106 Đường ấp 1 đi Bảo Quang
P=0952 | X=0458.090-0474.730 | Y=0220.110-0229.430 | 470
P=0952 | X=0505.390-0522.030 | Y=0220.110-0229.430 | 330
P=0952 | X=0245.140-0295.870 | Y=0225.870-0235.190 | Bảo Quang
P=0952 | X=0334.680-0375.560 | Y=0225.870-0235.190 | Bảo Vinh
P=0952 | X=0111.170-0413.030 | Y=0241.750-0252.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 1 đi Bảo
P=0952 | X=0111.170-0423.110 | Y=0253.270-0264.510 | Quang đoạn từ Đường Xuân Bắc - Bảo Quang đến Giáp ranh phường
P=0952 | X=0111.170-0361.230 | Y=0264.790-0276.030 | Bảo Vinh có hiện trạng là đường nhựa, bê tông xi măng:
P=0952 | X=0092.180-0108.820 | Y=0272.670-0281.990 | 107
P=0952 | X=0458.090-0474.730 | Y=0272.670-0281.990 | 330
P=0952 | X=0505.390-0522.030 | Y=0272.670-0281.990 | 200
P=0952 | X=0111.170-0342.250 | Y=0282.340-0293.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0952 | X=0111.170-0388.360 | Y=0299.860-0311.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0952 | X=0111.170-0413.030 | Y=0317.620-0328.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 1 đi Bảo
P=0952 | X=0111.170-0423.110 | Y=0329.140-0340.380 | Quang đoạn từ Đường Xuân Bắc - Bảo Quang đến Giáp ranh phường
P=0952 | X=0111.170-0361.210 | Y=0340.660-0351.900 | Bảo Vinh có hiện trạng là đường nhựa, bê tông xi măng:
P=0952 | X=0092.180-0342.720 | Y=0357.940-0372.260 | 108 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0952 | X=0458.090-0474.730 | Y=0362.940-0372.260 | 260
P=0952 | X=0505.390-0522.030 | Y=0362.940-0372.260 | 150
P=0952 | X=0111.170-0417.590 | Y=0375.480-0386.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0952 | X=0111.170-0152.850 | Y=0387.000-0398.240 | ≤1.000m.
P=0952 | X=0111.170-0334.340 | Y=0404.520-0415.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0952 | X=0111.170-0413.030 | Y=0422.280-0433.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 1 đi Bảo
P=0952 | X=0111.170-0423.110 | Y=0433.800-0445.040 | Quang đoạn từ Đường Xuân Bắc - Bảo Quang đến Giáp ranh phường
P=0952 | X=0111.170-0361.210 | Y=0445.320-0456.560 | Bảo Vinh có hiện trạng là đường nhựa, bê tông xi măng:
P=0952 | X=0092.180-0108.820 | Y=0453.220-0462.540 | 109
P=0952 | X=0458.090-0474.730 | Y=0453.220-0462.540 | 180
P=0952 | X=0505.390-0522.030 | Y=0453.220-0462.540 | 110
P=0952 | X=0111.170-0396.980 | Y=0462.860-0474.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0952 | X=0111.170-0334.810 | Y=0480.380-0491.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0952 | X=0111.170-0396.430 | Y=0498.140-0509.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0952 | X=0111.170-0406.310 | Y=0509.660-0520.900 | Đường ấp 1 đi Bảo Quang đoạn từ Đường Xuân Bắc - Bảo Quang
P=0952 | X=0111.170-0403.180 | Y=0521.180-0532.420 | đến Giáp ranh phường Bảo Vinh có hiện trạng là đường nhựa, bê
P=0952 | X=0092.180-0171.330 | Y=0532.490-0544.170 | 110 tông xi măng:
P=0952 | X=0458.090-0474.730 | Y=0534.850-0544.170 | 330
P=0952 | X=0505.390-0522.030 | Y=0534.850-0544.170 | 200
P=0952 | X=0111.170-0342.250 | Y=0550.010-0561.250 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0952 | X=0111.170-0388.360 | Y=0567.530-0578.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0952 | X=0111.170-0396.430 | Y=0585.290-0596.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0952 | X=0111.170-0406.310 | Y=0596.810-0608.050 | Đường ấp 1 đi Bảo Quang đoạn từ Đường Xuân Bắc - Bảo Quang
P=0952 | X=0111.170-0403.180 | Y=0608.330-0619.570 | đến Giáp ranh phường Bảo Vinh có hiện trạng là đường nhựa, bê
P=0952 | X=0111.170-0171.330 | Y=0619.870-0631.110 | tông xi măng:
P=0952 | X=0092.180-0342.720 | Y=0636.390-0648.630 | 111 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0952 | X=0458.090-0474.730 | Y=0636.390-0645.710 | 260
P=0952 | X=0505.390-0522.030 | Y=0636.390-0645.710 | 150
P=0952 | X=0111.170-0417.590 | Y=0654.910-0666.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0952 | X=0111.170-0152.850 | Y=0666.430-0677.670 | ≤1.000m.
P=0952 | X=0111.170-0334.340 | Y=0683.950-0695.190 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0952 | X=0092.180-0396.430 | Y=0701.730-0712.970 | 112 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0952 | X=0458.090-0474.730 | Y=0703.620-0712.940 | 180
P=0952 | X=0505.390-0522.030 | Y=0703.620-0712.940 | 110
P=0953 | X=0111.170-0406.310 | Y=0072.500-0083.740 | Đường ấp 1 đi Bảo Quang đoạn từ Đường Xuân Bắc - Bảo Quang
P=0953 | X=0111.170-0403.180 | Y=0084.020-0095.260 | đến Giáp ranh phường Bảo Vinh có hiện trạng là đường nhựa, bê
P=0953 | X=0111.170-0171.330 | Y=0095.540-0106.780 | tông xi măng:
P=0953 | X=0111.170-0396.980 | Y=0113.060-0124.300 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0953 | X=0111.170-0334.830 | Y=0130.610-0141.850 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0953 | X=0092.180-0210.390 | Y=0148.370-0159.610 | 113 Đường cầu Đội 1 ấp 8
P=0953 | X=0245.140-0315.310 | Y=0148.370-0159.610 | Đường tỉnh 763
P=0953 | X=0334.680-0393.690 | Y=0150.250-0159.570 | Suối Gia Ray
P=0953 | X=0458.090-0474.730 | Y=0150.250-0159.570 | 470
P=0953 | X=0505.390-0522.030 | Y=0150.250-0159.570 | 330
P=0953 | X=0111.170-0418.540 | Y=0166.130-0177.370 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường cầu Đội 1 ấp
P=0953 | X=0111.170-0412.070 | Y=0177.410-0188.650 | 8 đoạn từ Đường tỉnh 763 đến Suối Gia Ray có hiện trạng là đường
P=0953 | X=0111.170-0214.280 | Y=0188.930-0200.170 | nhựa, bê tông xi măng:
P=0953 | X=0092.180-0108.820 | Y=0196.810-0206.130 | 114
P=0953 | X=0458.090-0474.730 | Y=0196.810-0206.130 | 330
P=0953 | X=0505.390-0522.030 | Y=0196.810-0206.130 | 200
P=0953 | X=0111.170-0342.250 | Y=0206.470-0217.710 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0953 | X=0111.170-0388.360 | Y=0223.990-0235.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0953 | X=0111.170-0418.540 | Y=0241.750-0252.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường cầu Đội 1 ấp
P=0953 | X=0111.170-0412.070 | Y=0253.270-0264.510 | 8 đoạn từ Đường tỉnh 763 đến Suối Gia Ray có hiện trạng là đường
P=0953 | X=0111.170-0214.320 | Y=0264.790-0276.030 | nhựa, bê tông xi măng:
P=0953 | X=0092.180-0342.720 | Y=0282.340-0296.420 | 115 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0953 | X=0458.090-0474.730 | Y=0287.100-0296.420 | 260
P=0953 | X=0505.390-0522.030 | Y=0287.100-0296.420 | 150
P=0953 | X=0111.170-0417.590 | Y=0299.860-0311.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0953 | X=0111.170-0152.850 | Y=0311.380-0322.620 | ≤1.000m.
P=0953 | X=0111.170-0334.340 | Y=0328.900-0340.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0953 | X=0111.170-0418.540 | Y=0346.660-0357.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường cầu Đội 1 ấp
P=0953 | X=0111.170-0412.070 | Y=0357.940-0369.180 | 8 đoạn từ Đường tỉnh 763 đến Suối Gia Ray có hiện trạng là đường
P=0953 | X=0111.170-0214.280 | Y=0369.480-0380.720 | nhựa, bê tông xi măng:
P=0953 | X=0092.180-0108.820 | Y=0377.360-0386.680 | 116
P=0953 | X=0458.090-0474.730 | Y=0377.360-0386.680 | 180
P=0953 | X=0505.390-0522.030 | Y=0377.360-0386.680 | 110
P=0953 | X=0111.170-0396.980 | Y=0387.000-0398.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0953 | X=0111.170-0334.810 | Y=0404.520-0415.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0953 | X=0111.170-0396.460 | Y=0422.280-0433.520 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0953 | X=0111.170-0414.900 | Y=0433.800-0445.040 | Đường cầu Đội 1 ấp 8 đoạn từ Đường tỉnh 763 đến Suối Gia Ray có
