TABLE=022 | AREA=Phường Hàng Gòn | SECTION=agricultural | SEGMENTS=1
P=0713 | X=0451.370-0468.010 | Y=0502.420-0511.740 | 260
P=0713 | X=0505.390-0522.030 | Y=0502.420-0511.740 | 210
P=0713 | X=0104.930-0403.280 | Y=0520.940-0532.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0713 | X=0104.930-0167.680 | Y=0532.220-0543.460 | đến ≤1.000m.
P=0713 | X=0104.930-0336.710 | Y=0549.770-0561.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0713 | X=0104.930-0400.780 | Y=0567.530-0578.770 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0713 | X=0104.930-0413.000 | Y=0579.050-0590.290 | Đường Xuân Lập - Bàu Sao đoạn từ Đường Xuân Tân - Hàng Gòn
P=0713 | X=0104.930-0412.560 | Y=0590.570-0601.810 | đến Giáp ranh phường Xuân Lập có hiện trạng là đường nhựa, bê
P=0713 | X=0091.700-0167.360 | Y=0602.090-0613.530 | 91 tông xi măng:
P=0713 | X=0451.370-0468.010 | Y=0604.210-0613.530 | 170
P=0713 | X=0505.390-0522.030 | Y=0604.210-0613.530 | 140
P=0713 | X=0104.930-0401.790 | Y=0619.630-0630.870 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0713 | X=0104.930-0337.200 | Y=0637.150-0648.390 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0713 | X=0104.930-0394.780 | Y=0654.910-0666.150 | Tuyến đường qua khu đô thị Ranh phường Long Đường Lê Hồng
P=0713 | X=0091.700-0102.820 | Y=0662.550-0671.870 | 92
P=0713 | X=0451.370-0468.010 | Y=0662.550-0671.870 | 600
P=0713 | X=0505.390-0522.030 | Y=0662.550-0671.870 | 490
P=0713 | X=0104.930-0122.050 | Y=0668.310-0677.630 | mới
P=0713 | X=0234.340-0263.230 | Y=0668.310-0677.630 | Khánh
P=0713 | X=0322.440-0351.330 | Y=0668.310-0677.630 | Phong
P=0713 | X=0104.930-0401.990 | Y=0684.190-0695.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Tuyến đường qua
P=0713 | X=0091.700-0395.030 | Y=0695.710-0706.950 | 93 khu đô thị mới đoạn từ Ranh phường Long Khánh đến Đường Lê
P=0713 | X=0451.370-0468.010 | Y=0697.590-0706.910 | 400
P=0713 | X=0505.390-0522.030 | Y=0697.590-0706.910 | 320
P=0713 | X=0104.930-0369.870 | Y=0707.250-0718.490 | Hồng Phong có hiện trạng là đường nhựa, bê tông xi măng:
P=0714 | X=0104.930-0336.010 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0714 | X=0104.930-0382.100 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0714 | X=0104.930-0401.990 | Y=0113.780-0125.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Tuyến đường qua
P=0714 | X=0104.930-0395.030 | Y=0125.330-0136.570 | khu đô thị mới đoạn từ Ranh phường Long Khánh đến Đường Lê
P=0714 | X=0104.930-0369.870 | Y=0136.850-0148.090 | Hồng Phong có hiện trạng là đường nhựa, bê tông xi măng:
P=0714 | X=0091.700-0336.480 | Y=0154.370-0168.450 | 94 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0714 | X=0451.370-0468.010 | Y=0159.130-0168.450 | 320
P=0714 | X=0505.390-0522.030 | Y=0159.130-0168.450 | 260
P=0714 | X=0104.930-0411.350 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0714 | X=0104.930-0146.610 | Y=0183.170-0194.410 | ≤1.000m.
P=0714 | X=0104.930-0328.100 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0714 | X=0104.930-0401.990 | Y=0218.470-0229.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Tuyến đường qua
P=0714 | X=0104.930-0395.030 | Y=0229.990-0241.230 | khu đô thị mới đoạn từ Ranh phường Long Khánh đến Đường Lê
P=0714 | X=0104.930-0369.870 | Y=0241.510-0252.750 | Hồng Phong có hiện trạng là đường nhựa, bê tông xi măng:
P=0714 | X=0091.700-0102.820 | Y=0249.390-0258.710 | 95
P=0714 | X=0451.370-0468.010 | Y=0249.390-0258.710 | 240
P=0714 | X=0505.390-0522.030 | Y=0249.390-0258.710 | 210
P=0714 | X=0104.930-0390.750 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0714 | X=0104.930-0328.570 | Y=0276.550-0287.790 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0714 | X=0104.930-0390.190 | Y=0294.340-0305.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0714 | X=0104.930-0409.900 | Y=0305.860-0317.100 | Tuyến đường qua khu đô thị mới đoạn từ Ranh phường Long Khánh
P=0714 | X=0104.930-0407.270 | Y=0317.380-0328.620 | đến Đường Lê Hồng Phong có hiện trạng là đường nhựa, bê tông xi
P=0714 | X=0091.700-0132.930 | Y=0328.900-0340.340 | 96 măng:
P=0714 | X=0451.370-0468.010 | Y=0331.020-0340.340 | 400
P=0714 | X=0505.390-0522.030 | Y=0331.020-0340.340 | 320
P=0714 | X=0104.930-0336.010 | Y=0346.420-0357.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0714 | X=0104.930-0382.100 | Y=0363.700-0374.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0714 | X=0104.930-0390.190 | Y=0381.480-0392.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0714 | X=0104.930-0409.900 | Y=0393.000-0404.240 | Tuyến đường qua khu đô thị mới đoạn từ Ranh phường Long Khánh
P=0714 | X=0104.930-0407.240 | Y=0404.520-0415.760 | đến Đường Lê Hồng Phong có hiện trạng là đường nhựa, bê tông xi
P=0714 | X=0104.930-0132.930 | Y=0416.040-0427.280 | măng:
P=0714 | X=0091.700-0336.480 | Y=0432.800-0444.800 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0714 | X=0451.370-0468.010 | Y=0432.800-0442.120 | 320
P=0714 | X=0505.390-0522.030 | Y=0432.800-0442.120 | 260
P=0714 | X=0104.930-0411.350 | Y=0451.100-0462.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0714 | X=0104.930-0146.610 | Y=0462.620-0473.860 | ≤1.000m.
P=0714 | X=0104.930-0328.100 | Y=0480.140-0491.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0714 | X=0104.930-0390.190 | Y=0497.900-0509.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0714 | X=0104.930-0409.900 | Y=0509.420-0520.660 | Tuyến đường qua khu đô thị mới đoạn từ Ranh phường Long Khánh
P=0714 | X=0104.930-0407.240 | Y=0520.940-0532.180 | đến Đường Lê Hồng Phong có hiện trạng là đường nhựa, bê tông xi
P=0714 | X=0091.700-0132.930 | Y=0532.220-0543.690 | 98 măng:
P=0714 | X=0451.370-0468.010 | Y=0534.370-0543.690 | 240
P=0714 | X=0505.390-0522.030 | Y=0534.370-0543.690 | 210
P=0714 | X=0104.930-0390.720 | Y=0549.770-0561.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0714 | X=0104.930-0328.570 | Y=0567.290-0578.530 | - Có bề rộng <3m, cách đường giao thông >200m.
