TABLE=063 | AREA=Phường Phước Bình | SECTION=agricultural | SEGMENTS=1
P=2010 | X=0197.830-0365.010 | Y=0148.370-0159.610 | ranh thửa đất số 24 và Phước Long
P=2010 | X=0108.290-0134.530 | Y=0150.250-0159.570 | Trọng
P=2010 | X=0197.830-0289.860 | Y=0159.650-0170.890 | thửa đất số 36, cùng
P=2010 | X=0197.830-0298.420 | Y=0171.170-0182.410 | thuộc tờ bản đồ số 62)
P=2010 | X=0090.500-0181.810 | Y=0189.170-0200.410 | 100 Đường Văn Cao
P=2010 | X=0197.830-0352.290 | Y=0189.170-0200.410 | Đường Trần Quốc Thảo Hết tuyến
P=2010 | X=0437.690-0454.330 | Y=0191.050-0200.370 | 294
P=2010 | X=0471.530-0488.170 | Y=0191.050-0200.370 | 235
P=2010 | X=0505.390-0522.030 | Y=0191.050-0200.370 | 188
P=2010 | X=0108.290-0177.270 | Y=0207.190-0218.430 | Đường Nguyễn
P=2010 | X=0197.830-0274.230 | Y=0212.950-0224.190 | Đường 3 tháng 2
P=2010 | X=0090.500-0107.140 | Y=0214.830-0224.150 | 101
P=2010 | X=0309.240-0352.290 | Y=0214.830-0224.150 | Hết tuyến
P=2010 | X=0437.690-0454.330 | Y=0214.830-0224.150 | 294
P=2010 | X=0471.530-0488.170 | Y=0214.830-0224.150 | 235
P=2010 | X=0505.390-0522.030 | Y=0214.830-0224.150 | 188
P=2010 | X=0108.290-0163.820 | Y=0220.590-0229.910 | Phan Chánh
P=2010 | X=0108.290-0186.860 | Y=0236.710-0247.950 | Đường Lê Quang
P=2010 | X=0197.830-0263.640 | Y=0242.470-0253.710 | Đường Võ Trứ
P=2010 | X=0309.240-0401.490 | Y=0242.470-0253.710 | Đường Hùng Vương
P=2010 | X=0090.500-0107.140 | Y=0244.350-0253.670 | 102
P=2010 | X=0437.690-0454.330 | Y=0244.350-0253.670 | 294
P=2010 | X=0471.530-0488.170 | Y=0244.350-0253.670 | 235
P=2010 | X=0505.390-0522.030 | Y=0244.350-0253.670 | 188
P=2010 | X=0108.290-0129.010 | Y=0248.230-0259.470 | Định
P=2010 | X=0108.290-0177.270 | Y=0266.230-0277.470 | Đường Nguyễn
P=2010 | X=0197.830-0274.230 | Y=0271.990-0283.230 | Đường 3 tháng 2
P=2010 | X=0309.240-0416.620 | Y=0271.990-0283.230 | Đường Trần Quốc Thảo
P=2010 | X=0090.500-0107.140 | Y=0273.870-0283.190 | 103
P=2010 | X=0437.690-0454.330 | Y=0273.870-0283.190 | 294
P=2010 | X=0471.530-0488.170 | Y=0273.870-0283.190 | 235
P=2010 | X=0505.390-0522.030 | Y=0273.870-0283.190 | 188
P=2010 | X=0108.290-0167.910 | Y=0277.750-0288.990 | Thượng Hiền
P=2010 | X=0108.290-0182.950 | Y=0295.780-0307.020 | Đường Ngô Đức
P=2010 | X=0197.830-0352.290 | Y=0301.540-0312.780 | Đường Đào Nguyên Phổ Hết tuyến
P=2010 | X=0090.500-0107.140 | Y=0303.420-0312.740 | 104
P=2010 | X=0437.690-0454.330 | Y=0303.420-0312.740 | 294
P=2010 | X=0471.530-0488.170 | Y=0303.420-0312.740 | 235
P=2010 | X=0505.390-0522.030 | Y=0303.420-0312.740 | 188
P=2010 | X=0108.290-0120.610 | Y=0309.180-0318.500 | Kế
P=2010 | X=0090.500-0274.230 | Y=0325.300-0336.540 | 105 Đường Phan Khôi Đường 3 tháng 2
P=2010 | X=0309.240-0352.290 | Y=0327.180-0336.500 | Hết tuyến
P=2010 | X=0437.690-0454.330 | Y=0327.180-0336.500 | 294
P=2010 | X=0471.530-0488.170 | Y=0327.180-0336.500 | 235
P=2010 | X=0505.390-0522.030 | Y=0327.180-0336.500 | 188
P=2010 | X=0197.830-0292.990 | Y=0343.300-0354.540 | Đường Nguyễn Phan
P=2010 | X=0090.500-0177.270 | Y=0349.060-0360.300 | 106 Đường Đinh Lễ
P=2010 | X=0309.240-0398.860 | Y=0349.060-0360.300 | Đường Lý Tự Trọng
P=2010 | X=0437.690-0454.330 | Y=0350.940-0360.260 | 294
P=2010 | X=0471.530-0488.170 | Y=0350.940-0360.260 | 235
P=2010 | X=0505.390-0522.030 | Y=0350.940-0360.260 | 188
P=2010 | X=0197.830-0227.210 | Y=0356.700-0366.020 | Chánh
P=2010 | X=0108.290-0161.180 | Y=0372.840-0384.080 | Đường Đào
P=2010 | X=0197.830-0274.230 | Y=0378.600-0389.840 | Đường 3 tháng 2
P=2010 | X=0090.500-0107.140 | Y=0380.480-0389.800 | 107
P=2010 | X=0309.240-0352.290 | Y=0380.480-0389.800 | Hết tuyến
P=2010 | X=0437.690-0454.330 | Y=0380.480-0389.800 | 294
P=2010 | X=0471.530-0488.170 | Y=0380.480-0389.800 | 235
P=2010 | X=0505.390-0522.030 | Y=0380.480-0389.800 | 188
P=2010 | X=0108.290-0163.340 | Y=0386.240-0395.560 | Nguyên Phố
P=2010 | X=0108.290-0190.150 | Y=0402.360-0413.600 | Đường Trần Quốc
P=2010 | X=0197.830-0274.230 | Y=0408.120-0419.360 | Đường 3 tháng 2
P=2010 | X=0090.020-0107.780 | Y=0410.000-0419.320 | 10S
P=2010 | X=0309.240-0352.290 | Y=0410.000-0419.320 | Hết tuyến
P=2010 | X=0437.690-0454.330 | Y=0410.000-0419.320 | 294
P=2010 | X=0471.530-0488.170 | Y=0410.000-0419.320 | 235
P=2010 | X=0505.390-0522.030 | Y=0410.000-0419.320 | 188
P=2010 | X=0108.290-0131.170 | Y=0415.760-0425.080 | Thảo
P=2010 | X=0090.500-0263.640 | Y=0431.880-0443.120 | 109 Đường Nguyễn Thi Đường Võ Trứ
P=2010 | X=0309.240-0352.290 | Y=0433.760-0443.080 | Hết tuyến
P=2010 | X=0437.690-0454.330 | Y=0433.760-0443.080 | 294
P=2010 | X=0471.530-0488.170 | Y=0433.760-0443.080 | 235
P=2010 | X=0505.390-0522.030 | Y=0433.760-0443.080 | 188
P=2010 | X=0108.290-0184.920 | Y=0449.900-0461.140 | Đường Mai Xuân
P=2010 | X=0197.830-0274.230 | Y=0455.660-0466.900 | Đường 3 tháng 2
P=2010 | X=0090.500-0107.140 | Y=0457.540-0466.860 | 110
P=2010 | X=0309.240-0352.290 | Y=0457.540-0466.860 | Hết tuyến
P=2010 | X=0437.690-0454.330 | Y=0457.540-0466.860 | 294
P=2010 | X=0471.530-0488.170 | Y=0457.540-0466.860 | 235
P=2010 | X=0505.390-0522.030 | Y=0457.540-0466.860 | 188
P=2010 | X=0108.290-0144.610 | Y=0461.420-0472.660 | Thưởng
P=2010 | X=0108.290-0278.590 | Y=0479.420-0490.660 | Đường Đinh Công Giáp đường Hùng
P=2010 | X=0090.500-0107.140 | Y=0487.060-0496.380 | 111
P=2010 | X=0309.240-0352.290 | Y=0487.060-0496.380 | Hết tuyến
P=2010 | X=0437.690-0454.330 | Y=0487.060-0496.380 | 294
P=2010 | X=0471.530-0488.170 | Y=0487.060-0496.380 | 235
P=2010 | X=0505.390-0522.030 | Y=0487.060-0496.380 | 188
P=2010 | X=0197.830-0229.110 | Y=0490.940-0502.180 | Vương
P=2010 | X=0108.290-0134.530 | Y=0492.820-0502.140 | Tráng
P=2010 | X=0090.500-0174.090 | Y=0508.940-0520.180 | 112 Đường Võ Trứ
P=2010 | X=0197.830-0274.230 | Y=0508.940-0520.180 | Đường 3 tháng 2
P=2010 | X=0309.240-0352.290 | Y=0510.820-0520.140 | Hết tuyến
P=2010 | X=0437.690-0454.330 | Y=0510.820-0520.140 | 294
P=2010 | X=0471.530-0488.170 | Y=0510.820-0520.140 | 235
P=2010 | X=0505.390-0522.030 | Y=0510.820-0520.140 | 188
P=2010 | X=0309.240-0408.700 | Y=0526.940-0538.180 | Ngã ba đường Dương
P=2010 | X=0108.290-0174.600 | Y=0532.490-0543.730 | Đường Dương
P=2010 | X=0197.830-0274.230 | Y=0538.250-0549.490 | Đường 3 tháng 2
P=2010 | X=0309.240-0418.300 | Y=0538.250-0549.490 | Đình Nghệ - Đường Văn
P=2010 | X=0090.500-0107.140 | Y=0540.130-0549.450 | 113
P=2010 | X=0437.690-0454.330 | Y=0540.130-0549.450 | 294
P=2010 | X=0471.530-0488.170 | Y=0540.130-0549.450 | 235
P=2010 | X=0505.390-0522.030 | Y=0540.130-0549.450 | 188
P=2010 | X=0108.290-0156.130 | Y=0544.010-0555.250 | Đình Nghệ
P=2010 | X=0309.240-0327.570 | Y=0551.650-0560.970 | Cao
P=2010 | X=0197.830-0295.850 | Y=0567.770-0579.010 | Ngã tư đường Dương
P=2010 | X=0309.240-0407.270 | Y=0567.770-0579.010 | Ngã ba đường đường
P=2010 | X=0197.830-0286.260 | Y=0579.290-0590.530 | Đình Nghệ - Đường
P=2010 | X=0309.240-0397.820 | Y=0579.290-0590.530 | Dương Đình Nghệ -
P=2010 | X=0108.290-0174.600 | Y=0590.810-0602.050 | Đường Dương
P=2010 | X=0309.240-0416.620 | Y=0590.810-0602.050 | Đường Trần Quốc Thảo
P=2010 | X=0197.830-0287.470 | Y=0592.690-0602.010 | Nguyễn Thị (từ ranh
P=2010 | X=0090.500-0107.140 | Y=0598.450-0607.770 | 114
P=2010 | X=0437.690-0454.330 | Y=0598.450-0607.770 | 294
P=2010 | X=0471.530-0488.170 | Y=0598.450-0607.770 | 235
P=2010 | X=0505.390-0522.030 | Y=0598.450-0607.770 | 188
P=2010 | X=0108.290-0156.130 | Y=0602.330-0613.570 | Đình Nghệ
P=2010 | X=0197.830-0299.490 | Y=0602.330-0613.570 | thửa đất số 82 và thửa
P=2010 | X=0309.240-0416.620 | Y=0602.330-0613.570 | (hết ranh thửa đất số 20
P=2010 | X=0197.830-0299.160 | Y=0613.850-0625.090 | đất số 101, cùng thuộc
P=2010 | X=0309.240-0414.460 | Y=0613.850-0625.090 | và thửa đất số 50, cùng
P=2010 | X=0197.830-0271.060 | Y=0625.390-0636.630 | tờ bản đồ số 22)
P=2010 | X=0309.240-0409.820 | Y=0625.390-0636.630 | thuộc tờ bản đồ số 19)
P=2010 | X=0197.830-0286.500 | Y=0643.390-0654.630 | Ngã ba đường Trần
P=2010 | X=0197.830-0287.940 | Y=0654.910-0666.150 | Quốc Thảo - Đường
P=2010 | X=0108.290-0174.600 | Y=0666.430-0677.670 | Đường Dương
P=2010 | X=0197.830-0295.800 | Y=0666.430-0677.670 | Dương Đình Nghệ (từ
P=2010 | X=0309.240-0401.490 | Y=0672.190-0683.430 | Đường Hùng Vương
P=2010 | X=0090.500-0107.140 | Y=0674.070-0683.390 | 115
P=2010 | X=0437.690-0454.330 | Y=0674.070-0683.390 | 294
P=2010 | X=0471.530-0488.170 | Y=0674.070-0683.390 | 235
P=2010 | X=0505.390-0522.030 | Y=0674.070-0683.390 | 188
P=2010 | X=0108.290-0156.130 | Y=0677.950-0689.190 | Đình Nghệ
P=2010 | X=0197.830-0300.250 | Y=0677.950-0689.190 | ranh thửa đất số 13, tờ
P=2010 | X=0197.830-0292.750 | Y=0689.470-0700.710 | bản đồ số 19 và thửa
P=2010 | X=0197.830-0300.680 | Y=0700.770-0712.010 | đất số 62, tờ bản đồ số
P=2011 | X=0197.830-0206.710 | Y=0074.620-0083.940 | 2)
P=2011 | X=0108.290-0166.710 | Y=0090.740-0101.980 | Đường Hùng
P=2011 | X=0309.240-0399.350 | Y=0090.740-0101.980 | Ngã tư đường Hùng
P=2011 | X=0197.830-0274.230 | Y=0096.500-0107.740 | Đường 3 tháng 2
P=2011 | X=0090.500-0107.140 | Y=0098.380-0107.700 | 116
P=2011 | X=0437.690-0454.330 | Y=0098.380-0107.700 | 294
P=2011 | X=0471.530-0488.170 | Y=0098.380-0107.700 | 235
P=2011 | X=0505.390-0522.030 | Y=0098.380-0107.700 | 188
P=2011 | X=0108.290-0139.570 | Y=0102.260-0113.500 | Vương
P=2011 | X=0309.240-0418.310 | Y=0102.260-0113.500 | Vương - Đường Đinh Lễ
P=2011 | X=0309.240-0399.350 | Y=0120.290-0131.530 | Ngã tư đường Hùng
P=2011 | X=0108.290-0166.700 | Y=0126.050-0137.290 | Đường Hùng
P=2011 | X=0197.830-0287.950 | Y=0126.050-0137.290 | Ngã tư đường Hùng
P=2011 | X=0309.240-0416.620 | Y=0131.810-0143.050 | Vương - Đường Võ Văn
P=2011 | X=0090.500-0107.140 | Y=0133.690-0143.010 | 117
P=2011 | X=0437.690-0454.330 | Y=0133.690-0143.010 | 294
P=2011 | X=0471.530-0488.170 | Y=0133.690-0143.010 | 235
P=2011 | X=0505.390-0522.030 | Y=0133.690-0143.010 | 188
P=2011 | X=0108.290-0139.570 | Y=0137.570-0148.810 | Vương
P=2011 | X=0197.830-0306.930 | Y=0137.570-0148.810 | Vương - Đường Đinh Lễ
P=2011 | X=0309.240-0326.680 | Y=0145.210-0154.530 | Kiệt
P=2011 | X=0309.240-0391.660 | Y=0161.330-0172.570 | Giáp ranh phường
P=2011 | X=0197.830-0287.950 | Y=0172.850-0184.090 | Ngã tư đường Hùng
P=2011 | X=0309.240-0410.620 | Y=0172.850-0184.090 | Phước Long, (hết ranh
P=2011 | X=0108.290-0166.700 | Y=0178.610-0189.850 | Đường Hùng
P=2011 | X=0197.830-0410.870 | Y=0184.370-0195.610 | Vương - Đường Võ Văn thửa đất số 12 và thửa
P=2011 | X=0090.500-0107.140 | Y=0186.250-0195.570 | 118
P=2011 | X=0437.690-0454.330 | Y=0186.250-0195.570 | 224
P=2011 | X=0471.530-0488.170 | Y=0186.250-0195.570 | 179
P=2011 | X=0505.390-0522.030 | Y=0186.250-0195.570 | 143
P=2011 | X=0108.290-0139.570 | Y=0190.130-0201.370 | Vương
P=2011 | X=0309.240-0417.150 | Y=0195.650-0206.890 | đất số 17, cùng thuộc tờ
P=2011 | X=0197.830-0215.270 | Y=0197.530-0206.850 | Kiệt
P=2011 | X=0309.240-0370.220 | Y=0207.190-0218.430 | bản đồ số 81)
P=2011 | X=0108.290-0187.330 | Y=0225.190-0236.430 | Đường Châu Văn
P=2011 | X=0197.830-0269.700 | Y=0230.950-0242.190 | Đường Độc Lập
P=2011 | X=0309.240-0412.120 | Y=0230.950-0242.190 | Đường Phan Đình Giót
P=2011 | X=0090.500-0107.140 | Y=0232.830-0242.150 | 119
P=2011 | X=0437.690-0454.330 | Y=0232.830-0242.150 | 294
P=2011 | X=0471.530-0488.170 | Y=0232.830-0242.150 | 235
P=2011 | X=0505.390-0522.030 | Y=0232.830-0242.150 | 188
P=2011 | X=0108.290-0129.880 | Y=0238.590-0247.910 | Liêm
P=2011 | X=0090.500-0269.700 | Y=0254.710-0265.950 | 120 Đường Hoàng Cầm Đường Độc Lập
P=2011 | X=0309.240-0412.120 | Y=0254.710-0265.950 | Đường Phan Đình Giót
P=2011 | X=0437.690-0454.330 | Y=0256.590-0265.910 | 294
P=2011 | X=0471.530-0488.170 | Y=0256.590-0265.910 | 235
P=2011 | X=0505.390-0522.030 | Y=0256.590-0265.910 | 188
P=2011 | X=0309.240-0415.420 | Y=0272.710-0283.950 | Ngã ba đường Hồ Tùng
P=2011 | X=0309.240-0406.540 | Y=0284.260-0295.500 | Mậu - Đường Nguyễn
P=2011 | X=0309.240-0409.670 | Y=0297.660-0306.980 | Khuyến (hết ranh thửa
P=2011 | X=0197.830-0304.020 | Y=0301.540-0312.780 | Ngã ba đường Hồ Tùng
P=2011 | X=0108.290-0181.090 | Y=0307.300-0318.540 | Đường Hồ Tùng
P=2011 | X=0309.240-0417.580 | Y=0307.300-0318.540 | đất số 144, tờ bản đồ số
P=2011 | X=0197.830-0295.160 | Y=0313.060-0324.300 | Mậu - Đường Nguyễn
P=2011 | X=0090.500-0107.140 | Y=0314.940-0324.260 | 121
P=2011 | X=0437.690-0454.330 | Y=0314.940-0324.260 | 294
P=2011 | X=0471.530-0488.170 | Y=0314.940-0324.260 | 235
P=2011 | X=0505.390-0522.030 | Y=0314.940-0324.260 | 188
P=2011 | X=0108.290-0127.810 | Y=0320.700-0330.020 | Mậu
P=2011 | X=0309.240-0400.140 | Y=0320.700-0330.020 | 13, khu phố 3 và hết
P=2011 | X=0197.830-0238.180 | Y=0326.460-0335.780 | Thái Học
P=2011 | X=0309.240-0417.160 | Y=0330.340-0341.580 | ranh thửa đất số 116, tờ
P=2011 | X=0309.240-0408.220 | Y=0341.860-0353.100 | bản đồ số 42, khu phố
P=2011 | X=0309.240-0368.300 | Y=0353.380-0364.620 | Long Phước)
P=2011 | X=0197.830-0298.580 | Y=0371.400-0382.640 | Từ thửa đất số 122, tờ
P=2011 | X=0309.240-0420.460 | Y=0377.160-0388.400 | Hết ranh thửa đất số 182
P=2011 | X=0197.830-0296.840 | Y=0382.920-0394.160 | bản đồ số 42, khu phố
P=2011 | X=0108.290-0181.090 | Y=0388.680-0399.920 | Đường Hồ Tùng
P=2011 | X=0309.240-0419.990 | Y=0388.680-0399.920 | và thửa đất số 184, cũng
P=2011 | X=0197.830-0307.010 | Y=0394.200-0405.440 | Long Phước và thửa đất
P=2011 | X=0090.500-0107.140 | Y=0396.080-0405.400 | 122
P=2011 | X=0437.690-0454.330 | Y=0396.080-0405.400 | 294
P=2011 | X=0471.530-0488.170 | Y=0396.080-0405.400 | 235
P=2011 | X=0505.390-0522.030 | Y=0396.080-0405.400 | 188
P=2011 | X=0309.240-0406.540 | Y=0399.960-0411.200 | thuộc tờ bản đồ số 13
P=2011 | X=0108.290-0127.810 | Y=0401.840-0411.160 | Mậu
P=2011 | X=0197.830-0306.290 | Y=0405.720-0416.960 | số 143, tờ bản đồ số 13,
P=2011 | X=0309.240-0361.560 | Y=0413.360-0422.680 | (Khu phố 3)
P=2011 | X=0197.830-0241.860 | Y=0419.120-0428.440 | khu phố 3
P=2011 | X=0197.830-0297.070 | Y=0435.240-0446.480 | Từ thửa đất số 192 và
P=2011 | X=0108.290-0181.090 | Y=0441.000-0452.240 | Đường Hồ Tùng
P=2011 | X=0309.240-0415.030 | Y=0441.000-0452.240 | Hết tuyến (đến thửa đất
P=2011 | X=0197.830-0295.390 | Y=0446.760-0458.000 | thửa đất số 193, cùng
P=2011 | X=0090.500-0107.140 | Y=0448.640-0457.960 | 123
P=2011 | X=0437.690-0454.330 | Y=0448.640-0457.960 | 294
P=2011 | X=0471.530-0488.170 | Y=0448.640-0457.960 | 235
P=2011 | X=0505.390-0522.030 | Y=0448.640-0457.960 | 188
P=2011 | X=0309.240-0412.700 | Y=0452.540-0463.780 | số 55, tờ bản đồ số 16)
P=2011 | X=0108.290-0127.810 | Y=0454.420-0463.740 | Mậu
P=2011 | X=0197.830-0295.140 | Y=0458.300-0469.540 | thuộc tờ bản đồ số 13
P=2011 | X=0309.240-0414.940 | Y=0476.300-0487.540 | Hết ranh thửa đất số 13
P=2011 | X=0108.290-0178.280 | Y=0482.060-0493.300 | Đường Ngô Thì
P=2011 | X=0197.830-0414.460 | Y=0487.820-0499.060 | Đường Nguyễn Khuyến và thửa đất số 36, cùng
P=2011 | X=0090.500-0107.140 | Y=0489.700-0499.020 | 124
P=2011 | X=0437.690-0454.330 | Y=0489.700-0499.020 | 294
P=2011 | X=0471.530-0488.170 | Y=0489.700-0499.020 | 235
P=2011 | X=0505.390-0522.030 | Y=0489.700-0499.020 | 188
P=2011 | X=0108.290-0134.930 | Y=0495.460-0504.780 | Nhậm
P=2011 | X=0309.240-0406.540 | Y=0499.340-0510.580 | thuộc tờ bản đồ số 16
P=2011 | X=0309.240-0412.390 | Y=0517.340-0528.580 | Hết tuyến (hết thửa đất
P=2011 | X=0197.830-0306.440 | Y=0523.100-0534.340 | Từ ranh thửa đất số 354
P=2011 | X=0108.290-0178.320 | Y=0528.860-0540.100 | Đường Ngô Thì
P=2011 | X=0309.240-0406.060 | Y=0528.860-0540.100 | số 178 và thửa đất số
P=2011 | X=0197.830-0303.060 | Y=0534.650-0545.890 | và thửa đất số 35, cùng
P=2011 | X=0090.500-0107.140 | Y=0536.530-0545.850 | 125
P=2011 | X=0437.690-0454.330 | Y=0536.530-0545.850 | 294
P=2011 | X=0471.530-0488.170 | Y=0536.530-0545.850 | 235
P=2011 | X=0505.390-0522.030 | Y=0536.530-0545.850 | 188
P=2011 | X=0108.290-0134.930 | Y=0542.290-0551.610 | Nhậm
P=2011 | X=0309.240-0412.300 | Y=0542.290-0551.610 | 179, cùng thuộc tờ bản
P=2011 | X=0197.830-0295.140 | Y=0546.170-0557.410 | thuộc tờ bản đồ số 16
P=2011 | X=0309.240-0350.760 | Y=0551.930-0563.170 | đồ số 16)
P=2011 | X=0090.500-0248.100 | Y=0569.930-0581.170 | 126 Đường Vũ Như Tô Toàn tuyến
P=2011 | X=0437.690-0454.330 | Y=0571.810-0581.130 | 294
P=2011 | X=0471.530-0488.170 | Y=0571.810-0581.130 | 235
P=2011 | X=0505.390-0522.030 | Y=0571.810-0581.130 | 188
P=2011 | X=0108.290-0170.550 | Y=0587.930-0599.170 | Đường Lê Thị
P=2011 | X=0090.500-0107.140 | Y=0595.570-0604.890 | 127
P=2011 | X=0197.830-0248.100 | Y=0595.570-0604.890 | Toàn tuyến
P=2011 | X=0437.690-0454.330 | Y=0595.570-0604.890 | 294
P=2011 | X=0471.530-0488.170 | Y=0595.570-0604.890 | 235
P=2011 | X=0505.390-0522.030 | Y=0595.570-0604.890 | 188
P=2011 | X=0108.290-0134.530 | Y=0601.330-0610.650 | Riêng
P=2011 | X=0108.290-0177.270 | Y=0617.470-0628.710 | Đường Nguyễn
P=2011 | X=0197.830-0283.080 | Y=0623.230-0634.470 | Đường Bùi Văn Dù
P=2011 | X=0309.240-0381.100 | Y=0623.230-0634.470 | Đường Độc Lập
P=2011 | X=0090.500-0107.140 | Y=0625.110-0634.430 | 128
P=2011 | X=0437.690-0454.330 | Y=0625.110-0634.430 | 294
P=2011 | X=0471.530-0488.170 | Y=0625.110-0634.430 | 235
P=2011 | X=0505.390-0522.030 | Y=0625.110-0634.430 | 188
P=2011 | X=0108.290-0159.010 | Y=0628.750-0639.990 | Huy Lượng
P=2011 | X=0108.290-0174.630 | Y=0646.750-0657.990 | Đường nhựa 1
P=2011 | X=0197.830-0308.100 | Y=0646.750-0657.990 | Đường Nguyễn Thị Minh
P=2011 | X=0309.240-0381.100 | Y=0652.510-0663.750 | Đường Độc Lập
P=2011 | X=0090.500-0107.140 | Y=0654.390-0663.710 | 129
P=2011 | X=0437.690-0454.330 | Y=0654.390-0663.710 | 294
P=2011 | X=0471.530-0488.170 | Y=0654.390-0663.710 | 235
P=2011 | X=0505.390-0522.030 | Y=0654.390-0663.710 | 188
P=2011 | X=0108.290-0168.040 | Y=0658.270-0669.510 | (chưa có tên)
P=2011 | X=0197.830-0217.830 | Y=0660.150-0669.470 | Khai
P=2011 | X=0108.290-0174.630 | Y=0676.270-0687.510 | Đường nhựa 2
P=2011 | X=0197.830-0281.410 | Y=0682.030-0693.270 | Đường Vũ Như Tô
P=2011 | X=0309.240-0400.540 | Y=0682.030-0693.270 | Đường Lê Thị Riêng
P=2011 | X=0090.500-0107.140 | Y=0683.910-0693.230 | 130
P=2011 | X=0437.690-0454.330 | Y=0683.910-0693.230 | 294
P=2011 | X=0471.530-0488.170 | Y=0683.910-0693.230 | 235
P=2011 | X=0505.390-0522.030 | Y=0683.910-0693.230 | 188
P=2011 | X=0108.290-0168.040 | Y=0687.790-0699.030 | (chưa có tên)
P=2011 | X=0090.500-0174.630 | Y=0705.810-0717.050 | 131 Đường nhựa 3
P=2011 | X=0197.830-0278.500 | Y=0705.810-0717.050 | Đường Lê Văn Sỹ
P=2011 | X=0309.240-0394.310 | Y=0705.810-0717.050 | Đất trụ sở Công an
P=2011 | X=0437.690-0454.330 | Y=0707.700-0717.020 | 294
P=2011 | X=0471.530-0488.170 | Y=0707.700-0717.020 | 235
P=2011 | X=0505.390-0522.030 | Y=0707.700-0717.020 | 188
P=2012 | X=0108.290-0168.040 | Y=0072.740-0083.980 | (chưa có tên)
P=2012 | X=0309.240-0401.490 | Y=0072.740-0083.980 | phường Phước Bình
P=2012 | X=0309.240-0333.240 | Y=0086.140-0095.460 | (mới)
P=2012 | X=0108.290-0174.630 | Y=0102.260-0113.500 | Đường nhựa 4
P=2012 | X=0197.830-0379.400 | Y=0108.020-0119.260 | Đường Trần Xuân Soạn Đường Bom Bo
P=2012 | X=0090.500-0107.140 | Y=0109.900-0119.220 | 132
P=2012 | X=0437.690-0454.330 | Y=0109.900-0119.220 | 294
P=2012 | X=0471.530-0488.170 | Y=0109.900-0119.220 | 235
P=2012 | X=0505.390-0522.030 | Y=0109.900-0119.220 | 188
P=2012 | X=0108.290-0168.040 | Y=0113.780-0125.020 | (chưa có ten)
P=2012 | X=0108.290-0174.630 | Y=0131.810-0143.050 | Đường nhựa 5
P=2012 | X=0309.240-0398.780 | Y=0137.570-0148.810 | Đường Nguyễn Duy
P=2012 | X=0090.500-0179.640 | Y=0143.330-0154.570 | 133 (chưa có tên) (2
P=2012 | X=0197.830-0267.540 | Y=0143.330-0154.570 | Đường Tô Hiệu
P=2012 | X=0437.690-0454.330 | Y=0145.210-0154.530 | 294
P=2012 | X=0471.530-0488.170 | Y=0145.210-0154.530 | 235
P=2012 | X=0505.390-0522.030 | Y=0145.210-0154.530 | 188
P=2012 | X=0309.240-0332.340 | Y=0150.970-0160.290 | Trinh
P=2012 | X=0108.290-0136.130 | Y=0156.730-0166.050 | tuyến)
P=2012 | X=0108.290-0177.270 | Y=0172.850-0184.090 | Đường Nguyễn
P=2012 | X=0309.240-0395.590 | Y=0172.850-0184.090 | Đường Nguyễn Tất
P=2012 | X=0197.830-0300.910 | Y=0178.610-0189.850 | Đường Đặng Trần Côn
P=2012 | X=0090.500-0107.140 | Y=0180.490-0189.810 | 134
P=2012 | X=0437.690-0454.330 | Y=0180.490-0189.810 | 294
P=2012 | X=0471.530-0488.170 | Y=0180.490-0189.810 | 235
P=2012 | X=0505.390-0522.030 | Y=0180.490-0189.810 | 188
P=2012 | X=0108.290-0136.700 | Y=0186.250-0195.570 | Thông
P=2012 | X=0309.240-0337.650 | Y=0186.250-0195.570 | Thành
P=2012 | X=0309.240-0401.420 | Y=0202.390-0213.630 | Ngã tư đường Phạm
P=2012 | X=0309.240-0400.070 | Y=0213.670-0224.910 | Ngũ Lão - đường bê
P=2012 | X=0197.830-0291.700 | Y=0219.430-0230.670 | Ngã ba đường Phạm
P=2012 | X=0108.290-0190.220 | Y=0225.190-0236.430 | Đường Phạm Ngũ
P=2012 | X=0309.240-0411.660 | Y=0225.190-0236.430 | tông (hết ranh thửa đất
P=2012 | X=0197.830-0274.740 | Y=0230.950-0242.190 | Ngũ Lão - đường
P=2012 | X=0090.500-0107.140 | Y=0232.830-0242.150 | 135
P=2012 | X=0437.690-0454.330 | Y=0232.830-0242.150 | 294
P=2012 | X=0471.530-0488.170 | Y=0232.830-0242.150 | 235
P=2012 | X=0505.390-0522.030 | Y=0232.830-0242.150 | 188
P=2012 | X=0309.240-0409.420 | Y=0236.710-0247.950 | số 47, tờ bản đồ số 39
P=2012 | X=0108.290-0124.930 | Y=0238.590-0247.910 | Lão
P=2012 | X=0197.830-0275.380 | Y=0244.350-0253.670 | Nguyễn Thái Học
P=2012 | X=0309.240-0402.030 | Y=0248.230-0259.470 | và thửa đất số 63, tờ
P=2012 | X=0309.240-0370.220 | Y=0259.750-0270.990 | bản đồ số 40)
P=2012 | X=0197.830-0290.020 | Y=0277.750-0288.990 | Ngã tư đường Phạm
P=2012 | X=0197.830-0288.670 | Y=0289.300-0300.540 | Ngũ Lão - đường bê
P=2012 | X=0309.240-0401.420 | Y=0295.060-0306.300 | Ngã tư đường Phạm
P=2012 | X=0197.830-0305.430 | Y=0302.700-0312.020 | tông (Bên phải tuyến: từ
