TABLE=034 | AREA=Xã Xuân Đông | SECTION=agricultural | SEGMENTS=1
P=1205 | X=0115.970-0434.540 | Y=0282.100-0293.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vĩnh Tân - Cây
P=1205 | X=0115.970-0423.370 | Y=0293.620-0304.860 | Điệp đoạn từ Đường Trảng Bom - Thanh Bình đến Ngã ba Đường tại
P=1205 | X=0115.970-0438.440 | Y=0305.140-0316.380 | thửa đất số 15, tờ BĐĐC số 8, xã Bàu Hàm (giáp ranh với xã Tân An) có
P=1205 | X=0094.580-0309.580 | Y=0316.660-0328.100 | 522 hiện trạng là đường nhựa, bê tông xi măng:
P=1205 | X=0466.010-0482.650 | Y=0318.780-0328.100 | 230
P=1205 | X=0505.390-0522.030 | Y=0318.780-0328.100 | 210
P=1205 | X=0115.970-0401.780 | Y=0333.940-0345.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1205 | X=0115.970-0339.610 | Y=0351.460-0362.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1205 | X=0115.970-0435.610 | Y=0369.240-0380.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1205 | X=0115.970-0431.750 | Y=0380.760-0392.000 | Vĩnh Tân - Cây Điệp đoạn từ Đường Trảng Bom - Thanh Bình đến Ngã
P=1205 | X=0115.970-0434.880 | Y=0392.280-0403.520 | ba Đường tại thửa đất số 15, tờ BĐĐC số 8, xã Bàu Hàm (giáp ranh với
P=1205 | X=0094.580-0374.430 | Y=0403.800-0415.240 | 523 xã Tân An) có hiện trạng là đường nhựa, bê tông xi măng:
P=1205 | X=0466.010-0482.650 | Y=0405.920-0415.240 | 450
P=1205 | X=0505.390-0522.030 | Y=0405.920-0415.240 | 400
P=1205 | X=0115.970-0347.060 | Y=0421.320-0432.560 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1205 | X=0115.970-0393.160 | Y=0438.840-0450.080 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1205 | X=0115.970-0435.610 | Y=0456.620-0467.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1205 | X=0115.970-0431.750 | Y=0468.140-0479.380 | Vĩnh Tân - Cây Điệp đoạn từ Đường Trảng Bom - Thanh Bình đến Ngã
P=1205 | X=0115.970-0434.880 | Y=0479.660-0490.900 | ba Đường tại thửa đất số 15, tờ BĐĐC số 8, xã Bàu Hàm (giáp ranh với
P=1205 | X=0115.970-0374.430 | Y=0491.180-0502.420 | xã Tân An) có hiện trạng là đường nhựa, bê tông xi măng:
P=1205 | X=0094.580-0347.520 | Y=0507.700-0519.700 | 524 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1205 | X=0466.010-0482.650 | Y=0507.700-0517.020 | 350
P=1205 | X=0505.390-0522.030 | Y=0507.700-0517.020 | 320
P=1205 | X=0115.970-0422.390 | Y=0525.980-0537.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1205 | X=0115.970-0157.650 | Y=0537.530-0548.770 | ≤1.000m.
P=1205 | X=0115.970-0339.160 | Y=0555.050-0566.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1205 | X=0115.970-0435.610 | Y=0572.810-0584.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1205 | X=0115.970-0431.750 | Y=0584.330-0595.570 | Vĩnh Tân - Cây Điệp đoạn từ Đường Trảng Bom - Thanh Bình đến Ngã
P=1205 | X=0115.970-0434.880 | Y=0595.850-0607.090 | ba Đường tại thửa đất số 15, tờ BĐĐC số 8, xã Bàu Hàm (giáp ranh với
P=1205 | X=0094.580-0374.430 | Y=0607.370-0618.810 | 525 xã Tân An) có hiện trạng là đường nhựa, bê tông xi măng:
P=1205 | X=0466.010-0482.650 | Y=0609.490-0618.810 | 230
P=1205 | X=0505.390-0522.030 | Y=0609.490-0618.810 | 210
P=1205 | X=0115.970-0401.780 | Y=0624.910-0636.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1205 | X=0115.970-0339.610 | Y=0642.430-0653.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1205 | X=0115.970-0422.590 | Y=0660.190-0671.430 | Đường Sông Trầu - Cây Gáo - Đường Trảng Bom Giáp ranh xã Bàu
P=1205 | X=0094.580-0111.220 | Y=0667.830-0677.150 | 526
P=1205 | X=0466.010-0482.650 | Y=0667.830-0677.150 | 670
P=1205 | X=0505.390-0522.030 | Y=0667.830-0677.150 | 600
P=1205 | X=0115.970-0165.010 | Y=0673.590-0682.910 | Sông Thao
P=1205 | X=0254.500-0312.650 | Y=0673.590-0682.910 | - Thanh Bình
P=1205 | X=0344.520-0365.640 | Y=0673.590-0682.910 | Hàm
P=1205 | X=0115.970-0440.570 | Y=0689.470-0700.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sông Trầu - Cây
P=1205 | X=0094.580-0111.220 | Y=0697.110-0706.430 | 527
P=1205 | X=0466.010-0482.650 | Y=0697.110-0706.430 | 450
P=1205 | X=0505.390-0522.030 | Y=0697.110-0706.430 | 400
P=1205 | X=0115.970-0420.700 | Y=0700.770-0712.010 | Gáo - Sông Thao đoạn từ Đường Trảng Bom - Thanh Bình đến Giáp
P=1206 | X=0115.970-0403.460 | Y=0072.500-0083.740 | ranh xã Bàu Hàm có hiện trạng là đường nhựa, bê tông xi măng:
P=1206 | X=0115.970-0347.050 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1206 | X=0115.970-0393.160 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1206 | X=0115.970-0440.570 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sông Trầu - Cây
P=1206 | X=0115.970-0420.700 | Y=0136.850-0148.090 | Gáo - Sông Thao đoạn từ Đường Trảng Bom - Thanh Bình đến Giáp
P=1206 | X=0115.970-0403.460 | Y=0148.370-0159.610 | ranh xã Bàu Hàm có hiện trạng là đường nhựa, bê tông xi măng:
P=1206 | X=0094.580-0347.520 | Y=0165.650-0179.970 | 528 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1206 | X=0466.010-0482.650 | Y=0170.650-0179.970 | 350
P=1206 | X=0505.390-0522.030 | Y=0170.650-0179.970 | 320
P=1206 | X=0115.970-0422.390 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1206 | X=0115.970-0157.650 | Y=0194.690-0205.930 | ≤1.000m.
P=1206 | X=0115.970-0339.140 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1206 | X=0115.970-0440.570 | Y=0229.990-0241.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sông Trầu - Cây
P=1206 | X=0115.970-0420.700 | Y=0241.510-0252.750 | Gáo - Sông Thao đoạn từ Đường Trảng Bom - Thanh Bình đến Giáp
P=1206 | X=0115.970-0403.460 | Y=0253.030-0264.270 | ranh xã Bàu Hàm có hiện trạng là đường nhựa, bê tông xi măng:
P=1206 | X=0094.580-0111.220 | Y=0260.910-0270.230 | 529
P=1206 | X=0466.010-0482.650 | Y=0260.910-0270.230 | 230
P=1206 | X=0505.390-0522.030 | Y=0260.910-0270.230 | 210
P=1206 | X=0115.970-0401.780 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1206 | X=0115.970-0339.610 | Y=0288.100-0299.340 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1206 | X=0115.970-0435.610 | Y=0305.860-0317.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1206 | X=0115.970-0430.070 | Y=0317.380-0328.620 | Sông Trầu - Cây Gáo - Sông Thao đoạn từ Đường Trảng Bom - Thanh
P=1206 | X=0115.970-0439.660 | Y=0328.900-0340.140 | Bình đến Giáp ranh xã Bàu Hàm có hiện trạng là đường nhựa, bê tông xi
P=1206 | X=0094.580-0143.970 | Y=0340.420-0351.860 | 530 măng:
P=1206 | X=0466.010-0482.650 | Y=0342.540-0351.860 | 450
P=1206 | X=0505.390-0522.030 | Y=0342.540-0351.860 | 400
P=1206 | X=0115.970-0347.050 | Y=0357.700-0368.940 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1206 | X=0115.970-0393.160 | Y=0375.240-0386.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1206 | X=0115.970-0435.610 | Y=0393.000-0404.240 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1206 | X=0115.970-0430.070 | Y=0404.520-0415.760 | Sông Trầu - Cây Gáo - Sông Thao đoạn từ Đường Trảng Bom - Thanh
P=1206 | X=0115.970-0439.660 | Y=0416.040-0427.280 | Bình đến Giáp ranh xã Bàu Hàm có hiện trạng là đường nhựa, bê tông xi
P=1206 | X=0115.970-0143.970 | Y=0427.560-0438.800 | măng:
P=1206 | X=0094.580-0347.520 | Y=0444.080-0456.320 | 531 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1206 | X=0466.010-0482.650 | Y=0444.080-0453.400 | 350
P=1206 | X=0505.390-0522.030 | Y=0444.080-0453.400 | 320
P=1206 | X=0115.970-0422.390 | Y=0462.620-0473.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1206 | X=0115.970-0157.650 | Y=0474.140-0485.380 | ≤1.000m.
P=1206 | X=0115.970-0339.140 | Y=0491.660-0502.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1206 | X=0115.970-0435.610 | Y=0509.420-0520.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1206 | X=0115.970-0430.070 | Y=0520.940-0532.180 | Sông Trầu - Cây Gáo - Sông Thao đoạn từ Đường Trảng Bom - Thanh
P=1206 | X=0115.970-0439.660 | Y=0532.220-0543.460 | Bình đến Giáp ranh xã Bàu Hàm có hiện trạng là đường nhựa, bê tông xi
P=1206 | X=0094.580-0143.970 | Y=0543.770-0555.210 | 532 măng:
P=1206 | X=0466.010-0482.650 | Y=0545.890-0555.210 | 230
P=1206 | X=0505.390-0522.030 | Y=0545.890-0555.210 | 210
P=1206 | X=0115.970-0401.780 | Y=0561.290-0572.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1206 | X=0115.970-0339.610 | Y=0578.810-0590.050 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1206 | X=0115.970-0339.770 | Y=0596.570-0607.810 | Đường liên xã Tây Hòa - Sông Giáp ranh xã Hưng
P=1206 | X=0094.580-0111.220 | Y=0604.210-0613.530 | 533
P=1206 | X=0344.520-0388.060 | Y=0604.210-0613.530 | Cầu 1 tấn
P=1206 | X=0466.010-0482.650 | Y=0604.210-0613.530 | 670
P=1206 | X=0505.390-0522.030 | Y=0604.210-0613.530 | 600
P=1206 | X=0115.970-0136.690 | Y=0609.970-0619.290 | Trầu
P=1206 | X=0254.500-0279.780 | Y=0609.970-0619.290 | Thịnh
P=1206 | X=0115.970-0442.970 | Y=0625.870-0637.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã Tây Hòa -
P=1206 | X=0115.970-0442.100 | Y=0637.390-0648.630 | Sông Trầu đoạn từ Giáp ranh xã Hưng Thịnh đến Cầu 1 tấn có hiện trạng
P=1206 | X=0115.970-0262.300 | Y=0648.910-0660.150 | là đường nhựa, bê tông xi măng:
P=1206 | X=0094.580-0111.220 | Y=0656.790-0666.110 | 534
P=1206 | X=0466.010-0482.650 | Y=0656.790-0666.110 | 450
P=1206 | X=0505.390-0522.030 | Y=0656.790-0666.110 | 400
P=1206 | X=0115.970-0347.050 | Y=0666.430-0677.670 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1206 | X=0115.970-0393.160 | Y=0683.950-0695.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1206 | X=0094.580-0442.970 | Y=0701.730-0712.970 | 535 Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã Tây Hòa -
P=1206 | X=0466.010-0482.650 | Y=0703.620-0712.940 | 350
P=1206 | X=0505.390-0522.030 | Y=0703.620-0712.940 | 320
P=1207 | X=0115.970-0442.100 | Y=0072.500-0083.740 | Sông Trầu đoạn từ Giáp ranh xã Hưng Thịnh đến Cầu 1 tấn có hiện trạng
P=1207 | X=0115.970-0262.300 | Y=0084.020-0095.260 | là đường nhựa, bê tông xi măng:
P=1207 | X=0115.970-0347.520 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1207 | X=0115.970-0422.390 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1207 | X=0115.970-0157.650 | Y=0130.610-0141.850 | ≤1.000m.
P=1207 | X=0115.970-0339.140 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1207 | X=0115.970-0442.970 | Y=0165.650-0176.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã Tây Hòa -
P=1207 | X=0115.970-0442.100 | Y=0177.170-0188.410 | Sông Trầu đoạn từ Giáp ranh xã Hưng Thịnh đến Cầu 1 tấn có hiện trạng
P=1207 | X=0115.970-0262.300 | Y=0188.690-0199.930 | là đường nhựa, bê tông xi măng:
P=1207 | X=0094.580-0111.220 | Y=0196.570-0205.890 | 536
P=1207 | X=0466.010-0482.650 | Y=0196.570-0205.890 | 230
P=1207 | X=0505.390-0522.030 | Y=0196.570-0205.890 | 210
P=1207 | X=0115.970-0401.780 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1207 | X=0115.970-0339.610 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1207 | X=0115.970-0435.610 | Y=0241.510-0252.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1207 | X=0115.970-0443.290 | Y=0253.030-0264.270 | liên xã Tây Hòa - Sông Trầu đoạn từ Giáp ranh xã Hưng Thịnh đến Cầu 1
P=1207 | X=0115.970-0339.610 | Y=0264.550-0275.790 | tấn có hiện trạng là đường nhựa, bê tông xi măng:
P=1207 | X=0094.580-0111.220 | Y=0272.430-0281.750 | 537
P=1207 | X=0466.010-0482.650 | Y=0272.430-0281.750 | 450
P=1207 | X=0505.390-0522.030 | Y=0272.430-0281.750 | 400
P=1207 | X=0115.970-0347.050 | Y=0282.100-0293.340 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1207 | X=0115.970-0393.160 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1207 | X=0115.970-0435.610 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1207 | X=0115.970-0443.290 | Y=0328.900-0340.140 | liên xã Tây Hòa - Sông Trầu đoạn từ Giáp ranh xã Hưng Thịnh đến Cầu 1
P=1207 | X=0115.970-0339.610 | Y=0340.420-0351.660 | tấn có hiện trạng là đường nhựa, bê tông xi măng:
P=1207 | X=0094.580-0347.520 | Y=0357.700-0372.020 | 538 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1207 | X=0466.010-0482.650 | Y=0362.700-0372.020 | 350
P=1207 | X=0505.390-0522.030 | Y=0362.700-0372.020 | 320
P=1207 | X=0115.970-0422.390 | Y=0375.240-0386.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1207 | X=0115.970-0157.650 | Y=0386.760-0398.000 | ≤1.000m.
P=1207 | X=0115.970-0339.140 | Y=0404.280-0415.520 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1207 | X=0115.970-0435.610 | Y=0422.040-0433.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=1207 | X=0115.970-0443.290 | Y=0433.560-0444.800 | liên xã Tây Hòa - Sông Trầu đoạn từ Giáp ranh xã Hưng Thịnh đến Cầu 1
P=1207 | X=0115.970-0339.610 | Y=0445.080-0456.320 | tấn có hiện trạng là đường nhựa, bê tông xi măng:
P=1207 | X=0094.580-0111.220 | Y=0452.980-0462.300 | 539
P=1207 | X=0466.010-0482.650 | Y=0452.980-0462.300 | 230
P=1207 | X=0505.390-0522.030 | Y=0452.980-0462.300 | 210
P=1207 | X=0115.970-0401.780 | Y=0462.620-0473.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1207 | X=0115.970-0339.610 | Y=0480.140-0491.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1207 | X=0254.500-0335.210 | Y=0499.780-0509.100 | Giáp ranh xã Bình
P=1207 | X=0344.520-0420.210 | Y=0503.660-0514.900 | Đường Trần Phú
P=1207 | X=0094.580-0159.010 | Y=0505.540-0514.860 | 540 Quốc lộ 1
P=1207 | X=0466.010-0482.650 | Y=0505.540-0514.860 | 730
P=1207 | X=0505.390-0522.030 | Y=0505.540-0514.860 | 650
P=1207 | X=0254.500-0276.410 | Y=0511.300-0520.620 | Minh
P=1207 | X=0115.970-0436.780 | Y=0527.180-0538.420 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ Giáp
P=1207 | X=0115.970-0442.090 | Y=0538.490-0549.730 | ranh xã Bình Minh đến Đường Trần Phú có hiện trạng là đường nhựa, bê
P=1207 | X=0115.970-0176.130 | Y=0550.010-0561.250 | tông xi măng:
P=1207 | X=0094.580-0111.220 | Y=0557.890-0567.210 | 541
P=1207 | X=0466.010-0482.650 | Y=0557.890-0567.210 | 500
P=1207 | X=0505.390-0522.030 | Y=0557.890-0567.210 | 450
P=1207 | X=0115.970-0347.050 | Y=0567.530-0578.770 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1207 | X=0115.970-0393.160 | Y=0585.050-0596.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1207 | X=0115.970-0436.780 | Y=0602.810-0614.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ Giáp
P=1207 | X=0115.970-0442.090 | Y=0614.330-0625.570 | ranh xã Bình Minh đến Đường Trần Phú có hiện trạng là đường nhựa, bê
P=1207 | X=0115.970-0176.130 | Y=0625.870-0637.110 | tông xi măng:
P=1207 | X=0094.580-0347.520 | Y=0643.390-0657.470 | 542 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1207 | X=0466.010-0482.650 | Y=0648.150-0657.470 | 400
P=1207 | X=0505.390-0522.030 | Y=0648.150-0657.470 | 350
P=1207 | X=0115.970-0422.390 | Y=0660.910-0672.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1207 | X=0115.970-0157.650 | Y=0672.430-0683.670 | ≤1.000m.
P=1207 | X=0115.970-0339.140 | Y=0689.950-0701.190 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1207 | X=0094.580-0436.780 | Y=0707.730-0718.970 | 543 Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 đoạn từ Giáp
P=1207 | X=0466.010-0482.650 | Y=0709.620-0718.940 | 290
P=1207 | X=0505.390-0522.030 | Y=0709.620-0718.940 | 260
P=1208 | X=0115.970-0442.090 | Y=0072.500-0083.740 | ranh xã Bình Minh đến Đường Trần Phú có hiện trạng là đường nhựa, bê
P=1208 | X=0115.970-0176.130 | Y=0084.020-0095.260 | tông xi măng:
P=1208 | X=0115.970-0401.780 | Y=0101.540-0112.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1208 | X=0115.970-0339.610 | Y=0119.090-0130.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1208 | X=0115.970-0438.490 | Y=0136.850-0148.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Quốc lộ
P=1208 | X=0115.970-0435.820 | Y=0148.370-0159.610 | 1 đoạn từ Giáp ranh xã Bình Minh đến Đường Trần Phú có hiện trạng là
P=1208 | X=0115.970-0251.740 | Y=0159.650-0170.890 | đường nhựa, bê tông xi măng:
P=1208 | X=0094.580-0111.220 | Y=0167.530-0176.850 | 544
P=1208 | X=0466.010-0482.650 | Y=0167.530-0176.850 | 500
P=1208 | X=0505.390-0522.030 | Y=0167.530-0176.850 | 450
P=1208 | X=0115.970-0347.050 | Y=0177.170-0188.410 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1208 | X=0115.970-0393.160 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1208 | X=0115.970-0438.490 | Y=0212.470-0223.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Quốc lộ
P=1208 | X=0115.970-0435.820 | Y=0223.990-0235.230 | 1 đoạn từ Giáp ranh xã Bình Minh đến Đường Trần Phú có hiện trạng là
P=1208 | X=0115.970-0251.740 | Y=0235.510-0246.750 | đường nhựa, bê tông xi măng:
P=1208 | X=0094.580-0347.520 | Y=0253.030-0267.110 | 545 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1208 | X=0466.010-0482.650 | Y=0257.790-0267.110 | 400
P=1208 | X=0505.390-0522.030 | Y=0257.790-0267.110 | 350
P=1208 | X=0115.970-0422.390 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1208 | X=0115.970-0157.650 | Y=0282.100-0293.340 | ≤1.000m.
P=1208 | X=0115.970-0339.140 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1208 | X=0115.970-0438.490 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Quốc lộ
P=1208 | X=0115.970-0435.820 | Y=0328.900-0340.140 | 1 đoạn từ Giáp ranh xã Bình Minh đến Đường Trần Phú có hiện trạng là
P=1208 | X=0115.970-0251.740 | Y=0340.420-0351.660 | đường nhựa, bê tông xi măng:
P=1208 | X=0094.580-0111.220 | Y=0348.300-0357.620 | 546
P=1208 | X=0466.010-0482.650 | Y=0348.300-0357.620 | 290
P=1208 | X=0505.390-0522.030 | Y=0348.300-0357.620 | 260
P=1208 | X=0115.970-0401.780 | Y=0357.700-0368.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1208 | X=0115.970-0339.610 | Y=0375.240-0386.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1208 | X=0115.970-0248.590 | Y=0393.000-0404.240 | Quốc lộ 1 (trừ những đoạn đã
P=1208 | X=0254.500-0330.190 | Y=0398.760-0410.000 | Đường Trần Phú
P=1208 | X=0344.520-0414.710 | Y=0398.760-0410.000 | Đường tỉnh 777
P=1208 | X=0094.580-0111.220 | Y=0400.640-0409.960 | 547
P=1208 | X=0466.010-0482.650 | Y=0400.640-0409.960 | 780
P=1208 | X=0505.390-0522.030 | Y=0400.640-0409.960 | 710
P=1208 | X=0115.970-0213.660 | Y=0404.520-0415.760 | có Đường song hành)
P=1208 | X=0115.970-0426.220 | Y=0422.280-0433.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 (trừ những
P=1208 | X=0115.970-0441.370 | Y=0433.800-0445.040 | đoạn đã có Đường song hành) đoạn từ Đường Trần Phú đến Đường tỉnh
P=1208 | X=0115.970-0342.260 | Y=0445.320-0456.560 | 777 có hiện trạng là đường nhựa, bê tông xi măng:
P=1208 | X=0094.580-0111.220 | Y=0453.220-0462.540 | 548
P=1208 | X=0466.010-0482.650 | Y=0453.220-0462.540 | 550
P=1208 | X=0505.390-0522.030 | Y=0453.220-0462.540 | 530
P=1208 | X=0115.970-0338.880 | Y=0462.860-0474.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1208 | X=0115.970-0393.160 | Y=0480.380-0491.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1208 | X=0115.970-0426.220 | Y=0498.140-0509.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 (trừ những
P=1208 | X=0115.970-0441.370 | Y=0509.660-0520.900 | đoạn đã có Đường song hành) đoạn từ Đường Trần Phú đến Đường tỉnh
P=1208 | X=0115.970-0342.260 | Y=0521.180-0532.420 | 777 có hiện trạng là đường nhựa, bê tông xi măng:
P=1208 | X=0094.580-0339.140 | Y=0538.490-0552.810 | 549 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1208 | X=0466.010-0482.650 | Y=0543.490-0552.810 | 440
P=1208 | X=0505.390-0522.030 | Y=0543.490-0552.810 | 420
P=1208 | X=0115.970-0422.390 | Y=0556.010-0567.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=1208 | X=0115.970-0149.490 | Y=0567.530-0578.770 | ≤600m.
P=1208 | X=0115.970-0339.140 | Y=0585.050-0596.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1208 | X=0115.970-0426.220 | Y=0602.810-0614.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Quốc lộ 1 (trừ những
P=1208 | X=0115.970-0441.370 | Y=0614.330-0625.570 | đoạn đã có Đường song hành) đoạn từ Đường Trần Phú đến Đường tỉnh
P=1208 | X=0115.970-0342.260 | Y=0625.870-0637.110 | 777 có hiện trạng là đường nhựa, bê tông xi măng:
P=1208 | X=0094.580-0111.220 | Y=0633.750-0643.070 | 550
P=1208 | X=0466.010-0482.650 | Y=0633.750-0643.070 | 320
P=1208 | X=0505.390-0522.030 | Y=0633.750-0643.070 | 310
P=1208 | X=0115.970-0393.400 | Y=0643.390-0654.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1208 | X=0115.970-0339.610 | Y=0660.910-0672.150 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1208 | X=0115.970-0438.490 | Y=0678.670-0689.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Quốc lộ
P=1208 | X=0094.580-0427.420 | Y=0690.190-0701.430 | 551 1 (trừ những đoạn đã có Đường song hành) đoạn từ Đường Trần Phú
P=1208 | X=0466.010-0482.650 | Y=0692.070-0701.390 | 550
P=1208 | X=0505.390-0522.030 | Y=0692.070-0701.390 | 230
P=1208 | X=0115.970-0415.230 | Y=0701.730-0712.970 | đến Đường tỉnh 777 có hiện trạng là đường nhựa, bê tông xi măng:
P=1209 | X=0115.970-0338.880 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1209 | X=0115.970-0393.160 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1209 | X=0115.970-0438.490 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Quốc lộ
P=1209 | X=0115.970-0427.420 | Y=0125.330-0136.570 | 1 (trừ những đoạn đã có Đường song hành) đoạn từ Đường Trần Phú
P=1209 | X=0115.970-0415.230 | Y=0136.850-0148.090 | đến Đường tỉnh 777 có hiện trạng là đường nhựa, bê tông xi măng:
P=1209 | X=0094.580-0339.140 | Y=0154.370-0168.450 | 552 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1209 | X=0466.010-0482.650 | Y=0159.130-0168.450 | 440
P=1209 | X=0505.390-0522.030 | Y=0159.130-0168.450 | 420
P=1209 | X=0115.970-0422.390 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
